5R07C185110;R;07;C;185110; ; ; ; ; ; ; ;
5R07T185119;R;07;T;185119; ; ; ; ; ; ; ;
5R07C185180;R;07;C;185180; ; ; ; ; ; ; ;
5R09C185203;R;09;C;185203; ; ; ; ; ; ; ;
5R09C185223;R;09;C;185223; ; ; ; ; ; ; ;
5R07C185277;R;07;C;185277; ; ; ; ; ; ; ;
5R07C185286;R;07;C;185286;65A;V;22;10B;72;6;1;
5R07C185317;R;07;C;185317; ; ; ; ; ; ; ;
5R07C185362;R;07;C;185362; ; ; ; ; ; ; ;
5R07T185367;R;07;T;185367; ; ; ; ; ; ; ;
5R09A185380;R;09;A;185380; ; ; ; ; ; ; ;
5R07A185383;R;07;A;185383; ; ; ; ; ; ; ;
5R07C185400;R;07;C;185400;65A;C;D9;11B;74;6;6;
5R07T185474;R;07;T;185474; ; ; ; ; ; ; ;
5R07C185642;R;07;C;185642; ; ; ; ; ; ; ;
5R09A185702;R;09;A;185702; ; ; ; ; ; ; ;
5R09A185737;R;09;A;185737;63A;Y;22;12B;71;1;6;
5R07C185745;R;07;C;185745; ; ; ; ; ; ; ;
5R07C185832;R;07;C;185832; ; ; ; ; ; ; ;
5R07A185964;R;07;A;185964; ; ; ; ; ; ; ;
5R07T185966;R;07;T;185966; ; ; ; ; ; ; ;
5R07C185999;R;07;C;185999; ; ; ; ; ; ; ;
5R09C186065;R;09;C;186065;63A; ; ; ; ; ; ;
5R07C186203;R;07;C;186203; ; ; ; ; ; ; ;
5R09C186242;R;09;C;186242;63A;A;25;15P;71;1;6;
5R07T186303;R;07;T;186303; ; ; ; ; ; ; ;
5R09A186382;R;09;A;186382; ; ; ; ; ; ; ;
5R07C186433;R;07;C;186433; ; ; ; ; ; ; ;
5R07T186434;R;07;T;186434; ; ; ; ; ; ; ;
5R07C186448;R;07;C;186448; ; ; ; ; ; ; ;
5R08C186626;R;08;C;186626;76A;A;26;15B;71;6;5;
5R09C186641;R;09;C;186641; ; ; ; ; ; ; ;
5R07C186686;R;07;C;186686;65A; ; ; ; ; ; ;
5R09A186707;R;09;A;186707;63A;I;26;15B;71;1;6;
5R09A186761;R;09;A;186761; ; ; ; ; ; ; ;
5R07C186763;R;07;C;186763; ; ; ; ; ; ; ;
5R07C186790;R;07;C;186790;65A;5;26;13B;71;6;6;
5R07A186801;R;07;A;186801;65A;3;26;15B;71;1;6;
5R07T186875;R;07;T;186875; ; ; ; ; ; ; ;
5R07K186931;R;07;K;186931; ;X; ; ; ; ; ;
5R07T186935;R;07;T;186935; ; ; ; ; ; ; ;
5R07C186936;R;07;C;186936; ; ; ; ; ; ; ;
5R09A186979;R;09;A;186979;76A;X;D6;15B;72;1;5;
5R07C187037;R;07;C;187037; ; ; ; ; ; ; ;
5R07C187056;R;07;C;187056;65A;M;22;16B;75;6;6;
5R08A187210;R;08;A;187210; ; ; ; ; ; ; ;
5R08C187226;R;08;C;187226;76A;Y;22;16B;71;6;6;
5R07T187285;R;07;T;187285; ; ; ; ; ; ; ;
5R07K187391;R;07;K;187391; ; ; ; ; ; ; ;
5R07T187400;R;07;T;187400;65A;A;25;09B;72;2;6;
5R07C187537;R;07;C;187537; ; ; ; ; ; ; ;
5R07C187574;R;07;C;187574;65A;K;25;18B;75;6;6;
5R07T187629;R;07;T;187629; ; ; ; ; ; ; ;
5R07T187641;R;07;T;187641; ; ; ; ; ; ; ;
5R07T187645;R;07;T;187645;65A;F;22;17B;71;2;6;
5R07C187648;R;07;C;187648;65A;F;22;17B;71;6;6;
5R07C187684;R;07;C;187684;65A;C;28;18B;71;6;6;
5R07C187685;R;07;C;187685; ; ; ; ; ; ; ;
5R09C187697;R;09;C;187697; ; ; ; ; ; ; ;
5R07C187770;R;07;C;187770; ; ; ; ; ; ; ;
5R07A187945;R;07;A;187945; ; ; ; ; ; ; ;
5R07C187952;R;07;C;187952; ; ; ; ; ; ; ;
5R07T187990;R;07;T;187990; ; ; ; ; ; ; ;
5R07C188034;R;07;C;188034;65A;C;26;17B;71;6;6;
5R07T188049;R;07;T;188049; ; ; ; ; ; ; ;
5R07A188050;R;07;A;188050; ; ; ; ; ; ; ;
5R07A188105;R;07;A;188105; ; ; ; ; ; ; ;
5R07A188171;R;07;A;188171; ; ; ; ; ; ; ;
5R07A188173;R;07;A;188173;65A;J;26; ; ; ;6;
5R07C188189;R;07;C;188189; ; ; ; ; ; ; ;
5R07C188230;R;07;C;188230; ;K; ; ; ; ; ;
5R07C188238;R;07;C;188238; ; ; ; ; ; ; ;
5R09C188322;R;09;C;188322;63A;J;26;18B;72;6;5;
5R09K188325;R;09;K;188325; ; ; ; ; ; ; ;
5R09C188345;R;09;C;188345; ; ; ; ; ; ; ;
5R07C188366;R;07;C;188366;65A;R;28;18B;74;6;5;
5R07C188368;R;07;C;188368; ; ; ; ; ; ; ;
5R07C188370;R;07;C;188370; ; ; ; ; ; ; ;
5R07A188384;R;07;A;188384; ; ; ; ; ; ; ;
5R07C188385;R;07;C;188385; ; ; ; ; ; ; ;
5R07C188406;R;07;C;188406;65A;C;26;17B;74;6;1;
5R07C188513;R;07;C;188513; ; ; ; ; ; ; ;
5R07T188533;R;07;T;188533; ; ; ; ; ; ; ;
5R09A188584;R;09;A;188584; ; ; ; ; ; ; ;
5R07A188604;R;07;A;188604;65A;3;26;19B;71;1;6;
5R09T188625;R;09;T;188625;63A;X;D6;25A;75;3;1;
5R07A188640;R;07;A;188640; ; ; ; ; ; ; ;
5R07T188653;R;07;T;188653; ; ; ; ; ; ; ;
5R07T188683;R;07;T;188683; ; ; ; ; ; ; ;
5R07C188710;R;07;C;188710; ; ; ; ; ; ; ;
5R07A188732;R;07;A;188732; ; ; ; ; ; ; ;
5R07T188740;R;07;T;188740;65A;A;26;19B;72;3;1;
5R07T188809;R;07;T;188809;65A;R;26;19B;72;3;1;
5R08A188813;R;08;A;188813; ; ; ; ; ; ; ;
5R07C188840;R;07;C;188840; ; ; ; ; ; ; ;
5R07T188869;R;07;T;188869; ; ; ; ; ; ; ;
5R07T188882;R;07;T;188882; ; ; ; ; ; ; ;
5R07T188886;R;07;T;188886; ; ; ; ; ; ; ;
5R07C188995;R;07;C;188995; ; ; ; ; ; ; ;
5R08C188998;R;08;C;188998;76A;M;25;13L;72;1;6;
5R07A189010;R;07;A;189010;65A;X;D6;20B;71;1;6;
5R09T189110;R;09;T;189110; ; ; ; ; ; ; ;
5R07T189139;R;07;T;189139; ; ; ; ; ; ; ;
5R07K189196;R;07;K;189196; ; ; ; ; ; ; ;
5R08K189212;R;08;K;189212;76A;F;26;20B;74;5;5;
5R09T189219;R;09;T;189219; ; ; ; ; ; ; ;
5R07C189285;R;07;C;189285;65A;M;26;22B;71;6;6;
5R07T189306;R;07;T;189306; ; ; ; ; ; ; ;
5R07C189321;R;07;C;189321; ; ; ; ; ; ; ;
5R07T189350;R;07;T;189350; ; ; ; ; ; ; ;
5R07A189389;R;07;A;189389;65A;M;22;22B;71;1;6;
5R07T189547;R;07;T;189547; ; ; ; ; ; ; ;
5R09A189563;R;09;A;189563; ; ; ; ; ; ; ;
5R07T189601;R;07;T;189601; ; ; ; ; ; ; ;
5R07T189630;R;07;T;189630; ; ; ; ; ; ; ;
5R07T189639;R;07;T;189639; ; ; ; ; ; ; ;
5R07T189671;R;07;T;189671; ; ; ; ; ; ; ;
5R09C189729;R;09;C;189729; ; ; ; ; ; ; ;
5R09C189730;R;09;C;189730; ; ; ; ; ; ; ;
5R07T189742;R;07;T;189742; ; ; ; ; ; ; ;
5R07T189775;R;07;T;189775; ; ; ; ; ; ; ;
5R08C189820;R;08;C;189820;76A;3;D6;23B;71;6;6;
5R07C189846;R;07;C;189846;65A;J;26; ; ; ; ;
5R07C189927;R;07;C;189927; ; ; ; ; ; ; ;
5R07C189953;R;07;C;189953; ; ; ; ; ; ; ;
5R09A189973;R;09;A;189973; ; ; ; ; ; ; ;
5R08T190047;R;08;T;190047;76A;5;D6;23B; ;3;1;
5R08T190092;R;08;T;190092; ; ; ; ; ; ; ;
5R07C190220;R;07;C;190220;65A;8;26;10B;74;2;6;
5R08T190286;R;08;T;190286;76A;3;D6; ; ;6; ;
5R09C190307;R;09;C;190307;63A;3;26;06D;71;1;6;
5R07T190319;R;07;T;190319; ; ; ; ; ; ; ;
5R09A190347;R;09;A;190347; ; ; ; ; ; ; ;
5R07T190376;R;07;T;190376; ; ; ; ; ; ; ;
5R09C190420;R;09;C;190420; ; ; ; ; ; ; ;
5R08C190427;R;08;C;190427;76A;I;29;24B;71;6;6;
5R09C190467;R;09;C;190467; ; ; ; ; ; ; ;
5R08C190532;R;08;C;190532; ; ; ; ; ; ; ;
5R07C190601;R;07;C;190601; ; ; ; ; ; ; ;
5R08C190616;R;08;C;190616;76A;X;26;24B; ;6;6;
5R09C190631;R;09;C;190631; ; ; ; ; ; ; ;
5R07T190632;R;07;T;190632; ; ; ; ; ; ; ;
5R07A190678;R;07;A;190678; ; ; ; ; ; ; ;
5R09C190683;R;09;C;190683; ; ; ; ; ; ; ;
5R07T190792;R;07;T;190792;65A;F;22;25B;71;2;6;
5R07C190796;R;07;C;190796; ; ; ; ; ; ; ;
5R07A190862;R;07;A;190862; ; ; ; ; ; ; ;
5R09C190962;R;09;C;190962; ; ; ; ; ; ; ;
5R07T190979;R;07;T;190979; ; ; ; ; ; ; ;
5R07C191008;R;07;C;191008; ; ; ; ; ; ; ;
5R07C191100;R;07;C;191100; ; ; ; ; ; ; ;
5R08A191231;R;08;A;191231;76a;5;D6;25B;74;1;1;
5R07C191245;R;07;C;191245; ; ; ; ; ; ; ;
5R07C191322;R;07;C;191322; ; ; ; ; ; ; ;
5R07C191336;R;07;C;191336; ; ; ; ; ; ; ;
5R07C191339;R;07;C;191339; ; ; ; ; ; ; ;
5R07A191346;R;07;A;191346;65A;C;28;26B;71;1;6;
5R09A191369;R;09;A;191369; ; ; ; ; ; ; ;
5R09C191485;R;09;C;191485; ; ; ; ; ; ; ;
5R07C191529;R;07;C;191529; ; ; ; ; ; ; ;
5R07C191536;R;07;C;191536; ; ; ; ; ; ; ;
5R07A191556;R;07;A;191556;65A;Y;22;26B;71;1;6;
5R08C191609;R;08;C;191609; ; ; ; ; ; ; ;
5R07T191614;R;07;T;191614; ; ; ; ; ; ; ;
5R07C191772;R;07;C;191772;65A;K;V6;16Q;71;6;6;
5R09A191775;R;09;A;191775; ; ; ; ; ; ; ;
5R07C191788;R;07;C;191788; ; ; ; ; ; ; ;
5R07A191815;R;07;A;191815; ; ; ; ; ; ; ;
5R07A191857;R;07;A;191857; ; ; ; ; ; ; ;
5R07C191940;R;07;C;191940; ; ; ; ; ; ; ;
5R07A191961;R;07;A;191961;65A;P;29;27B;71;1;6;
5R07C192080;R;07;C;192080; ; ; ; ; ; ; ;
5R09C192086;R;09;C;192086; ; ; ; ; ; ; ;
5R07C192089;R;07;C;192089; ; ; ; ; ; ; ;
5R09C192092;R;09;C;192092;63A;X;D6;27B;74;6;6;
5R07A192114;R;07;A;192114; ; ; ; ; ; ; ;
5R09T192155;R;09;T;192155; ; ; ; ; ; ; ;
5R08C192167;R;08;C;192167;76A;M;22;27B;75;6;6;
5R07C192179;R;07;C;192179;65A;P;29;27B;75;6;6;
5R07C192193;R;07;C;192193; ; ; ; ; ; ; ;
5R09C192215;R;09;C;192215;63A;F;22;27B;75;6;5;
5R09C192221;R;09;C;192221; ; ; ; ; ; ; ;
5R09C192239;R;09;C;192239; ; ; ; ; ; ; ;
5R09C192250;R;09;C;192250;63A;H;22;02Q;71;6;6;
5R07C192261;R;07;C;192261; ; ; ; ; ; ; ;
5R08C192322;R;08;C;192322;76A;P;29;01Q;71;6;6;
5R09C192386;R;09;C;192386;63A;M;25;02Q;71;6;6;
5R07T192533;R;07;T;192533; ; ; ; ; ; ; ;
5R07C192565;R;07;C;192565; ; ; ; ; ; ; ;
5R07T192580;R;07;T;192580; ; ; ; ; ; ; ;
5R08C192616;R;08;C;192616; ; ; ; ; ; ; ;
5R07C192640;R;07;C;192640; ; ; ; ; ; ; ;
5R07T192685;R;07;T;192685; ; ; ; ; ; ; ;
5R08C192715;R;08;C;192715;76A;F;22;27B;73;6;5;
5R07C192766;R;07;C;192766; ; ; ; ; ; ; ;
5R07T192850;R;07;T;192850; ; ; ; ; ; ; ;
5R09A192858;R;09;A;192858; ; ; ; ; ; ; ;
5R08K192913;R;08;K;192913;76A;R;29;02Q;72;5;5;
5R09C192933;R;09;C;192933; ; ; ; ; ; ; ;
5R07T193091;R;07;T;193091; ; ; ; ; ; ; ;
5R07C193096;R;07;C;193096; ; ; ; ; ; ; ;
5R09T193113;R;09;T;193113; ; ; ; ; ; ; ;
5R07T193133;R;07;T;193133; ; ; ; ; ; ; ;
5R07C193171;R;07;C;193171; ; ; ; ; ; ; ;
5R08C193195;R;08;C;193195; ; ; ; ; ; ; ;
5R07T193267;R;07;T;193267;65A;8;26;04Q;71;2;6;
5R07T193303;R;07;T;193303; ; ; ; ; ; ; ;
5R09A193317;R;09;A;193317; ; ; ; ; ; ; ;
5R07A193331;R;07;A;193331; ; ; ; ; ; ; ;
5R09C193553;R;09;C;193553;63A;Y;22;04Q;71;6;6;
5R07C193568;R;07;C;193568; ; ; ; ; ; ; ;
5R07A193608;R;07;A;193608; ; ; ; ; ; ; ;
5R07T193743;R;07;T;193743; ; ; ; ; ; ; ;
5R09T193750;R;09;T;193750; ; ; ; ; ; ; ;
5R07T193805;R;07;T;193805; ; ; ; ; ; ; ;
5R09A193866;R;09;A;193866; ; ; ; ; ; ; ;
5R07C193888;R;07;C;193888;65A;J; ; ; ; ; ;
5R08C193894;R;08;C;193894;76A;M;29;03Q;74;6;6;
5R07T193904;R;07;T;193904;65A;M;26; ;81;5;6;
5R08T193915;R;08;T;193915;76A;M;25;02Q;75;3;1;
5R08C193987;R;08;C;193987; ; ; ; ; ; ; ;
5R09C194139;R;09;C;194139; ; ; ; ; ; ; ;
5R09C194182;R;09;C;194182; ; ; ; ; ; ; ;
5R07C194185;R;07;C;194185; ; ; ; ; ; ; ;
5R07C194279;R;07;C;194279; ; ; ; ; ; ; ;
5R07C194383;R;07;C;194383; ; ; ; ; ; ; ;
5R08T194413;R;08;T;194413; ; ; ; ; ; ; ;
5R09C194438;R;09;C;194438; ; ; ; ; ; ; ;
5R07C194442;R;07;C;194442; ; ; ; ; ; ; ;
5R07T194628;R;07;T;194628;65A;M;25;06Q; ;2;6;
5R07T194634;R;07;T;194634; ; ; ; ; ; ; ;
5R07C194643;R;07;C;194643; ; ; ; ; ; ; ;
5R09C194675;R;09;C;194675; ; ; ; ; ; ; ;
5R07C194734;R;07;C;194734; ; ; ; ; ; ; ;
5R07C194747;R;07;C;194747; ; ; ; ; ; ; ;
5R07A194787;R;07;A;194787; ; ; ; ; ; ; ;
5R07A194789;R;07;A;194789;65A;M;25;06Q;75;1;6;
5R07A194804;R;07;A;194804; ; ; ; ; ; ; ;
5R07T194835;R;07;T;194835; ; ; ; ; ; ; ;
5R09C194983;R;09;C;194983; ; ; ; ; ; ; ;
5R07C195006;R;07;C;195006;65A;M;28;09Q;71;6;6;
5R07C195018;R;07;C;195018; ; ; ; ; ; ; ;
5R09A195048;R;09;A;195048; ; ; ; ; ; ; ;
5R08T195118;R;08;T;195118; ; ; ; ; ; ; ;
5R07C195128;R;07;C;195128; ; ; ; ; ; ; ;
5R09C195134;R;09;C;195134; ; ; ; ; ; ; ;
5R09A195180;R;09;A;195180; ; ; ; ; ; ; ;
5R07C195305;R;07;C;195305; ; ; ; ; ; ; ;
5R07C195336;R;07;C;195336; ; ; ; ; ; ; ;
5R07C195374;R;07;C;195374; ; ; ; ; ; ; ;
5R07C195455;R;07;C;195455; ; ; ; ; ; ; ;
5R07T195559;R;07;T;195559; ; ; ; ; ; ; ;
5R07C195586;R;07;C;195586;65A;H; ;01H; ; ; ;
5R07A195719;R;07;A;195719; ; ; ; ; ; ; ;
5R07C195725;R;07;C;195725;65A;8;D6;10Q;71;6;6;
5R09C195752;R;09;C;195752; ; ; ; ; ; ; ;
5R09C195791;R;09;C;195791; ; ; ; ; ; ; ;
5R07C195815;R;07;C;195815;65A;R;26;10Q;71;6;6;
5R07A195837;R;07;A;195837; ; ; ; ; ; ; ;
5R09C195873;R;09;C;195873; ; ; ; ; ; ; ;
5R08C195880;R;08;C;195880;76A;Y;22;10Q;71;6;6;
5R07A195881;R;07;A;195881; ; ; ; ; ; ; ;
5R07C195919;R;07;C;195919; ; ; ; ; ; ; ;
5R07A195931;R;07;A;195931; ; ; ; ; ; ; ;
5R07C196047;R;07;C;196047;65A;5;D6;10Q;72;6;1;
5R07C196060;R;07;C;196060; ; ; ; ; ; ; ;
5R07C196069;R;07;C;196069;65A;F;22;10Q;72;6;6;
5R08C196128;R;08;C;196128;76A;3;26;11Q;74;6;5;
5R07C196143;R;07;C;196143; ; ; ; ; ; ; ;
5R07C196245;R;07;C;196245;65A;K;26;11Q;71;6;6;
5R07C196272;R;07;C;196272; ; ; ; ; ; ; ;
5R07C196310;R;07;C;196310; ; ; ; ; ; ; ;
5R09K196392;R;09;K;196392; ; ; ; ; ; ; ;
5R07C196439;R;07;C;196439; ; ; ; ; ; ; ;
5R09C196485;R;09;C;196485; ; ; ; ; ; ; ;
5R09C196523;R;09;C;196523; ; ; ; ; ; ; ;
5R09C196543;R;09;C;196543; ; ; ; ; ; ; ;
5R07T196648;R;07;T;196648; ; ; ; ; ; ; ;
5R07C196681;R;07;C;196681;65A;A;D6;11Q;74;6;6;
5R07C196738;R;07;C;196738; ; ; ; ; ; ; ;
5R07T196744;R;07;T;196744; ; ; ; ; ; ; ;
5R07A196848;R;07;A;196848; ; ; ; ; ; ; ;
5R07C196990;R;07;C;196990; ; ; ; ; ; ; ;
5R07A196995;R;07;A;196995; ; ; ; ; ; ; ;
5R07C196999;R;07;C;196999;65A;J; ; ; ; ; ;
5R09C197004;R;09;C;197004; ; ; ; ; ; ; ;
5R07A197016;R;07;A;197016; ; ; ; ; ; ; ;
5R07C197034;R;07;C;197034; ; ; ; ; ; ; ;
5R07C197036;R;07;C;197036; ; ; ; ; ; ; ;
5R09A197096;R;09;A;197096;63A;H;26;12Q;73;1;5;
5R07C197144;R;07;C;197144;65A;5;D6;13Q;51;6;5;
5R09C197155;R;09;C;197155;63A;8;76;13Q;51;6;6;
5R07C197161;R;07;C;197161; ; ; ; ; ; ; ;
5R07C197192;R;07;C;197192; ; ; ; ; ; ; ;
5R07T197208;R;07;T;197208; ; ; ; ; ; ; ;
5R09C197213;R;09;C;197213; ; ; ; ; ; ; ;
5R07A197230;R;07;A;197230;65A;C;28;13Q;71;1;6;
5R07C197239;R;07;C;197239; ; ; ; ; ; ; ;
5R07A197345;R;07;A;197345; ; ; ; ; ; ; ;
5R07C197406;R;07;C;197406;65A;J;26;13C;72;6;6;
5R09C197475;R;09;C;197475; ; ; ; ; ; ; ;
5R07C197561;R;07;C;197561;65A; ; ;13Q;75; ; ;
5R07T197721;R;07;T;197721; ; ; ; ; ; ; ;
5R09C197725;R;09;C;197725; ; ; ; ; ; ; ;
5R07C197772;R;07;C;197772;65A;K;26;16Q;71;6;6;
5R07C197780;R;07;C;197780; ; ; ; ; ; ; ;
5R07T197797;R;07;T;197797; ; ; ; ; ; ; ;
5R07T197801;R;07;T;197801; ; ; ; ; ; ; ;
5R07T197836;R;07;T;197836; ; ; ; ; ; ; ;
5R08C197890;R;08;C;197890; ; ; ; ; ; ; ;
5R07C197905;R;07;C;197905;65B;H;62;15Q;72;6;6;
5R09K197911;R;09;K;197911;63A;X;D6;15Q;73;5;5;
5R08C197925;R;08;C;197925; ; ; ; ; ; ; ;
5R07C197972;R;07;C;197972;65C;M;32;15Q;75;6;6;
5R08C197979;R;08;C;197979; ; ; ; ; ; ; ;
5R07C197980;R;07;C;197980; ; ; ; ; ; ; ;
5R09C198008;R;09;C;198008; ; ; ; ; ; ; ;
5R09C198011;R;09;C;198011; ; ; ; ; ; ; ;
5R09C198080;R;09;C;198080; ; ; ; ; ; ; ;
5R09C198144;R;09;C;198144; ; ; ; ; ; ; ;
5R07C198150;R;07;C;198150; ; ; ; ; ; ; ;
5R07A198196;R;07;A;198196; ; ; ; ; ; ; ;
5R07C198257;R;07;C;198257; ; ; ; ; ; ; ;
5R07C198276;R;07;C;198276; ; ; ; ; ; ; ;
5R07C198312;R;07;C;198312; ; ; ; ; ; ; ;
5R09C198338;R;09;C;198338; ; ; ; ; ; ; ;
5R07C198347;R;07;C;198347; ; ; ; ; ; ; ;
5R07C198399;R;07;C;198399; ; ; ; ; ; ; ;
5R07C198405;R;07;C;198405; ; ; ; ; ; ; ;
5R07T198406;R;07;T;198406; ; ; ; ; ; ; ;
5R08A198448;R;08;A;198448; ; ; ; ; ; ; ;
5R08C198466;R;08;C;198466; ; ; ; ; ; ; ;
5R07C198508;R;07;C;198508;65C;8;36;17Q;71;6;6;
5R07C198512;R;07;C;198512; ; ; ; ; ; ; ;
5R07C198525;R;07;C;198525; ; ; ; ; ; ; ;
5R07C198546;R;07;C;198546;65A;5;26;16Q;71;6;6;
5R07A198568;R;07;A;198568; ; ; ; ; ; ; ;
5R07C198623;R;07;C;198623; ; ; ; ; ; ; ;
5R09A198656;R;09;A;198656; ; ; ; ; ; ; ;
5R09C198698;R;09;C;198698;63A;Y;22;18Q;71;6;6;
5R09C198729;R;09;C;198729; ; ; ; ; ; ; ;
5R07C198794;R;07;C;198794; ; ; ; ; ; ; ;
5R09A198800;R;09;A;198800; ; ; ; ; ; ; ;
5R07C198801;R;07;C;198801; ; ; ; ; ; ; ;
5R09C198809;R;09;C;198809;63B;D;66;17Q;71;6;6;
5R07C198843;R;07;C;198843; ; ; ; ; ; ; ;
5R09A198930;R;09;A;198930;63A;X;26;18Q;72;1;6;
5R09T199061;R;09;T;199061; ; ; ; ; ; ; ;
5R07A199105;R;07;A;199105;65A;M;D6; ; ; ; ;
5R07C199114;R;07;C;199114; ; ; ; ; ; ; ;
5R07C199195;R;07;C;199195;65A;K;86;18Q;72;1;5;
5R07C199198;R;07;C;199198; ; ; ; ; ; ; ;
5R07C199251;R;07;C;199251; ; ; ; ; ; ; ;
5R07C199252;R;07;C;199252; ; ; ; ; ; ; ;
5R08T199278;R;08;T;199278; ; ; ; ; ; ; ;
5R07C199346;R;07;C;199346; ; ; ; ; ; ; ;
5R07C199380;R;07;C;199380; ; ; ; ; ; ; ;
5R07T199387;R;07;T;199387; ; ; ; ; ; ; ;
5R07C199407;R;07;C;199407; ; ; ;17Q;75; ; ;
5R07C199461;R;07;C;199461;65A;H;22;18Q;75;6;6;
5R08T199501;R;08;T;199501;76A; ; ;19Q;51; ; ;
5R07C199559;R;07;C;199559; ; ; ; ; ; ; ;
5R09C199567;R;09;C;199567;63A;Y;22;19Q;71;6;6;
5R07T199572;R;07;T;199572; ; ; ; ; ; ; ;
5R07C199622;R;07;C;199622; ; ; ; ; ; ; ;
5R08C199624;R;08;C;199624; ; ; ; ; ; ; ;
5R09C199643;R;09;C;199643; ; ; ; ; ; ; ;
5R07C199644;R;07;C;199644; ; ; ; ; ; ; ;
5R07A199648;R;07;A;199648; ; ; ; ; ; ; ;
5R07A199769;R;07;A;199769; ; ; ; ; ; ; ;
5R07A199836;R;07;A;199836; ; ; ; ; ; ; ;
5R09C199856;R;09;C;199856;63A;M;25;18Q;72;6;6;
5R09C199870;R;09;C;199870; ; ; ; ; ; ; ;
5R07C199871;R;07;C;199871; ; ; ; ; ; ; ;
5R07C199874;R;07;C;199874; ; ; ; ; ; ; ;
5R09A199880;R;09;A;199880; ; ; ; ; ; ; ;
5R08A199887;R;08;A;199887;76A;M;82; ; ;1;6;
5R07T199933;R;07;T;199933; ; ; ; ; ; ; ;
5R09T199958;R;09;T;199958; ; ; ; ; ; ; ;
5R07C199965;R;07;C;199965; ; ; ; ; ; ; ;
5R09A199979;R;09;A;199979;63A;5;D6;18Q;75;1;5;
5R09C200030;R;09;C;200030;63A;3;26;22Q;71;6;6;
5R09C200053;R;09;C;200053; ; ; ; ; ; ; ;
5R07A200055;R;07;A;200055;65C;K;36;22Q;71;1;5;
5R09C200087;R;09;C;200087; ; ; ; ; ; ; ;
5R07A200144;R;07;A;200144;65A;C;26;22Q;71;A;6;
5R07C200165;R;07;C;200165;65B;Y;62;22Q;71;6;6;
5R07C200170;R;07;C;200170; ; ; ; ; ; ; ;
5R07C200251;R;07;C;200251; ; ; ; ; ; ; ;
5R07C200256;R;07;C;200256; ; ; ; ; ; ; ;
5R07C200314;R;07;C;200314; ; ; ; ; ; ; ;
5R07C200318;R;07;C;200318; ; ; ; ; ; ; ;
5R07T200365;R;07;T;200365;65C;R;39;20Q;72;3;1;
5R07C200397;R;07;C;200397; ; ; ; ; ; ; ;
5R07T200401;R;07;T;200401; ; ; ; ; ; ; ;
5R07C200427;R;07;C;200427; ; ; ; ; ; ; ;
5R07C200490;R;07;C;200490; ; ; ; ; ; ; ;
5R09C200514;R;09;C;200514;63B;K;F5;22Q;71;6;6;
5R07C200542;R;07;C;200542;65B;D;67;23Q;71;6;6;
5R07C200652;R;07;C;200652; ; ; ; ; ; ; ;
5R07C200656;R;07;C;200656; ; ; ; ; ; ; ;
5R07C200683;R;07;C;200683;65C;F;32;22Q;72;6;6;
5R08K200709;R;08;K;200709;76A;H;26;22Q;72;5;5;
5R07C200710;R;07;C;200710; ; ; ; ; ; ; ;
5R07A200717;R;07;A;200717; ; ; ; ; ; ; ;
5R09K200766;R;09;K;200766;63R;X;66;22Q;72;9;5;
5R07T200807;R;07;T;200807; ; ; ; ; ; ; ;
5R07A200816;R;07;A;200816; ; ; ; ; ; ; ;
5R07A200817;R;07;A;200817; ; ; ; ; ; ; ;
5R09K200820;R;09;K;200820;63B;Y;62;22Q;74;9;5;
5R08T200825;R;08;T;200825; ; ; ; ; ; ; ;
5R07C200928;R;07;C;200928; ; ; ; ; ; ; ;
5R07T200949;R;07;T;200949; ;P; ; ; ; ; ;
5R09A200954;R;09;A;200954;63A;P;29;23Q;71;1;6;
5R07A200983;R;07;A;200983;65B;H;62;24Q;71;1;6;
5R09C200984;R;09;C;200984; ; ; ; ; ; ; ;
5R07C200985;R;07;C;200985; ; ; ; ; ; ; ;
5R07C200998;R;07;C;200998;65A;Y;22;24Q;71;6;6;
5R07T201078;R;07;T;201078; ; ; ; ; ; ; ;
5R07C201079;R;07;C;201079; ; ; ; ; ; ; ;
5R07T201137;R;07;T;201137;65A;M;25;23Q;72;3;1;
5R07T201169;R;07;T;201169; ; ; ; ; ; ; ;
5R09C201171;R;09;C;201171; ; ; ; ; ; ; ;
5R07C201213;R;07;C;201213;65A;3;26;23Q;72;6;5;
5R07T201236;R;07;T;201236; ; ; ; ; ; ; ;
5R09A201244;R;09;A;201244; ; ; ; ; ; ; ;
5R07A201334;R;07;A;201334;65B;M;62;26Q;75;1;6;
5R07A201350;R;07;A;201350;65B;M;62;26Q;71;1;6;
5R07A201350;R;07;A;201350;65B;M;62;26Q;71;1;6;
5R07A201354;R;07;A;201354;65B;M;62;26Q;75;1;6;
5R09A201470;R;09;A;201470; ; ; ; ; ; ; ;
5R08C201501;R;08;C;201501; ; ; ; ; ; ; ;
5R07C201590;R;07;C;201590; ; ; ; ; ; ; ;
5R07A201695;R;07;A;201695; ; ; ; ; ; ; ;
5R09A201710;R;09;A;201710;63B;C;F8;25Q;71;1;5;
5R07K201712;R;07;K;201712;65A;R;26;24Q;71;5;5;
5R07A201739;R;07;A;201739; ; ; ; ; ; ; ;
5R07C201742;R;07;C;201742; ; ; ; ; ; ; ;
5R07C201769;R;07;C;201769; ; ; ; ; ; ; ;
5R09C201788;R;09;C;201788;63B;K;66;24Q;71;6;6;
5R09A201801;R;09;A;201801; ; ; ; ; ; ; ;
